0,0.500000000000000,1.000000
0,0.050000000000000,1.000000
0,0.005000000000000,1.000000
0,0.000500000000000,1.000000
0,0.000050000000000,1.000000
0,0.000005000000000,1.000000
0,0.000000500000000,1.000000
0,0.000000050000000,1.000000
0,0.000000005000000,1.000000
0,0.000000000500000,1.000000
0,0.000000000050000,1.000000
0,0.000000000005000,1.000000
0,0.000000000000500,1.000000
0,0.000000000000050,1.000000
0,0.000000000000005,1.000000
1,0.500000000000000,31.996416
1,0.050000000000000,12.799427
1,0.005000000000000,7.999776
1,0.000500000000000,5.818063
1,0.000050000000000,4.266603
1,0.000005000000000,3.555511
1,0.000000500000000,3.047587
1,0.000000050000000,2.559977
1,0.000000005000000,2.285696
1,0.000000000500000,2.064501
1,0.000000000050000,1.828560
1,0.000000000005000,1.684201
1,0.000000000000500,1.560967
1,0.000000000000050,1.422215
1,0.000000000000005,1.333327
2,0.500000000000000,1.333327
2,0.050000000000000,1.333327
2,0.005000000000000,1.333326
2,0.000500000000000,1.333326
2,0.000050000000000,1.333326
2,0.000005000000000,1.333326
2,0.000000500000000,1.333326
2,0.000000050000000,1.333325
2,0.000000005000000,1.333325
2,0.000000000500000,1.333325
2,0.000000000050000,1.333325
2,0.000000000005000,1.333324
2,0.000000000000500,1.333324
2,0.000000000000050,1.333324
2,0.000000000000005,1.333324
4,0.500000000000000,1.333324
4,0.050000000000000,1.333323
4,0.005000000000000,1.333323
4,0.000500000000000,1.333323
4,0.000050000000000,1.333323
4,0.000005000000000,1.333322
4,0.000000500000000,1.333322
4,0.000000050000000,1.333322
4,0.000000005000000,1.333322
4,0.000000000500000,1.333322
4,0.000000000050000,1.333321
4,0.000000000005000,1.333321
4,0.000000000000500,1.333321
4,0.000000000000050,1.333321
4,0.000000000000005,1.333320
5,0.500000000000000,9.197073
5,0.050000000000000,5.838964
5,0.005000000000000,4.584249
5,0.000500000000000,3.773396
5,0.000050000000000,3.053312
5,0.000005000000000,2.671024
5,0.000000500000000,2.373813
5,0.000000050000000,2.067127
5,0.000000005000000,1.884523
5,0.000000000500000,1.731562
5,0.000000000050000,1.562468
5,0.000000000005000,1.455841
5,0.000000000000500,1.362837
5,0.000000000000050,1.255866
5,0.000000000000005,1.186045
